,Município,COD_SEC,saldo_202012,saldo_202102,vice_presidencia
1477,Itapema,Q,12.0,7.0,Foz do Rio Itajaí
1478,Itapema,R,0.0,7.0,Foz do Rio Itajaí
1479,Itapema,S,4.0,10.0,Foz do Rio Itajaí
1480,Itapiranga,A,0.0,-1.0,Extremo Oeste
1481,Itapiranga,C,-17.0,63.0,Extremo Oeste
1482,Itapiranga,E,5.0,,Extremo Oeste
1483,Itapiranga,F,-6.0,2.0,Extremo Oeste
1484,Itapiranga,G,4.0,10.0,Extremo Oeste
1485,Itapiranga,H,4.0,-5.0,Extremo Oeste
1486,Itapiranga,I,-1.0,-4.0,Extremo Oeste
1487,Itapiranga,J,-1.0,0.0,Extremo Oeste
1488,Itapiranga,K,4.0,-1.0,Extremo Oeste
1489,Itapiranga,M,-1.0,4.0,Extremo Oeste
1490,Itapiranga,N,-10.0,2.0,Extremo Oeste
1491,Itapiranga,O,-1.0,,Extremo Oeste
1492,Itapiranga,P,2.0,33.0,Extremo Oeste
1493,Itapiranga,Q,0.0,0.0,Extremo Oeste
1494,Itapiranga,S,-6.0,-1.0,Extremo Oeste
1495,Itapoá,A,-1.0,2.0,Norte-Nordeste
1496,Itapoá,C,11.0,11.0,Norte-Nordeste
1497,Itapoá,E,0.0,0.0,Norte-Nordeste
1498,Itapoá,F,6.0,14.0,Norte-Nordeste
1499,Itapoá,G,32.0,-33.0,Norte-Nordeste
1500,Itapoá,H,41.0,15.0,Norte-Nordeste
1501,Itapoá,I,52.0,-7.0,Norte-Nordeste
1502,Itapoá,J,2.0,4.0,Norte-Nordeste
1503,Itapoá,K,-1.0,2.0,Norte-Nordeste
1504,Itapoá,L,1.0,1.0,Norte-Nordeste
1505,Itapoá,M,2.0,2.0,Norte-Nordeste
1506,Itapoá,N,14.0,6.0,Norte-Nordeste
1507,Itapoá,P,-3.0,7.0,Norte-Nordeste
1508,Itapoá,Q,-2.0,2.0,Norte-Nordeste
1509,Itapoá,R,-1.0,2.0,Norte-Nordeste
1510,Itapoá,S,1.0,-1.0,Norte-Nordeste
1511,Ituporanga,A,-8.0,-16.0,Alto Vale do Itajaí
1512,Ituporanga,C,-80.0,57.0,Alto Vale do Itajaí
1513,Ituporanga,F,-12.0,4.0,Alto Vale do Itajaí
1514,Ituporanga,G,54.0,31.0,Alto Vale do Itajaí
1515,Ituporanga,H,-18.0,-9.0,Alto Vale do Itajaí
1516,Ituporanga,I,5.0,5.0,Alto Vale do Itajaí
1517,Ituporanga,J,0.0,3.0,Alto Vale do Itajaí
1518,Ituporanga,K,-2.0,,Alto Vale do Itajaí
1519,Ituporanga,M,-2.0,-2.0,Alto Vale do Itajaí
1520,Ituporanga,N,0.0,0.0,Alto Vale do Itajaí
1521,Ituporanga,P,-6.0,10.0,Alto Vale do Itajaí
1522,Ituporanga,Q,-1.0,5.0,Alto Vale do Itajaí
1523,Ituporanga,R,0.0,2.0,Alto Vale do Itajaí
1524,Ituporanga,S,-1.0,-3.0,Alto Vale do Itajaí
1525,Jaborá,A,-1.0,1.0,Alto Uruguai Catarinense
1526,Jaborá,C,-8.0,-2.0,Alto Uruguai Catarinense
1527,Jaborá,F,2.0,-3.0,Alto Uruguai Catarinense
1528,Jaborá,G,,-2.0,Alto Uruguai Catarinense
1529,Jaborá,H,-1.0,0.0,Alto Uruguai Catarinense
1530,Jaborá,I,1.0,1.0,Alto Uruguai Catarinense
1531,Jaborá,K,-1.0,0.0,Alto Uruguai Catarinense
1532,Jaborá,M,,-2.0,Alto Uruguai Catarinense
1533,Jacinto Machado,C,-6.0,33.0,Sul
1534,Jacinto Machado,F,4.0,0.0,Sul
1535,Jacinto Machado,G,1.0,2.0,Sul
1536,Jacinto Machado,H,2.0,4.0,Sul
1537,Jacinto Machado,J,-1.0,2.0,Sul
1538,Jacinto Machado,K,-1.0,2.0,Sul
1539,Jacinto Machado,L,,1.0,Sul
1540,Jacinto Machado,M,-2.0,-1.0,Sul
1541,Jacinto Machado,N,-2.0,,Sul
1542,Jacinto Machado,P,-1.0,,Sul
1543,Jacinto Machado,Q,1.0,1.0,Sul
1544,Jacinto Machado,S,,0.0,Sul
1545,Jaguaruna,A,1.0,,Litoral Sul
1546,Jaguaruna,B,1.0,,Litoral Sul
1547,Jaguaruna,C,-18.0,37.0,Litoral Sul
1548,Jaguaruna,E,6.0,-1.0,Litoral Sul
1549,Jaguaruna,F,0.0,4.0,Litoral Sul
1550,Jaguaruna,G,38.0,-18.0,Litoral Sul
1551,Jaguaruna,H,4.0,5.0,Litoral Sul
1552,Jaguaruna,I,3.0,5.0,Litoral Sul
1553,Jaguaruna,J,4.0,-1.0,Litoral Sul
1554,Jaguaruna,K,,-1.0,Litoral Sul
1555,Jaguaruna,M,18.0,3.0,Litoral Sul
1556,Jaguaruna,N,-7.0,12.0,Litoral Sul
1557,Jaguaruna,P,1.0,2.0,Litoral Sul
1558,Jaguaruna,Q,331.0,71.0,Litoral Sul
1559,Jaguaruna,R,,1.0,Litoral Sul
1560,Jaguaruna,S,2.0,5.0,Litoral Sul
1561,Jaraguá do Sul,A,,-1.0,Vale do Itapocu
1562,Jaraguá do Sul,B,,-3.0,Vale do Itapocu
1563,Jaraguá do Sul,C,-829.0,784.0,Vale do Itapocu
1564,Jaraguá do Sul,D,,1.0,Vale do Itapocu
1565,Jaraguá do Sul,E,14.0,1.0,Vale do Itapocu
1566,Jaraguá do Sul,F,-53.0,74.0,Vale do Itapocu
1567,Jaraguá do Sul,G,42.0,8.0,Vale do Itapocu
1568,Jaraguá do Sul,H,-18.0,-16.0,Vale do Itapocu
1569,Jaraguá do Sul,I,4.0,28.0,Vale do Itapocu
1570,Jaraguá do Sul,J,-8.0,17.0,Vale do Itapocu
1571,Jaraguá do Sul,K,0.0,5.0,Vale do Itapocu
1572,Jaraguá do Sul,L,-4.0,-4.0,Vale do Itapocu
1573,Jaraguá do Sul,M,-28.0,21.0,Vale do Itapocu
1574,Jaraguá do Sul,N,-3.0,63.0,Vale do Itapocu
1575,Jaraguá do Sul,O,-205.0,289.0,Vale do Itapocu
1576,Jaraguá do Sul,P,-48.0,72.0,Vale do Itapocu
1577,Jaraguá do Sul,Q,57.0,26.0,Vale do Itapocu
1578,Jaraguá do Sul,R,2.0,15.0,Vale do Itapocu
1579,Jaraguá do Sul,S,-12.0,3.0,Vale do Itapocu
1580,Jaraguá do Sul,T,-1.0,1.0,Vale do Itapocu
1581,Jardinópolis,C,4.0,-1.0,Oeste
1582,Jardinópolis,F,-1.0,,Oeste
1583,Jardinópolis,G,,-1.0,Oeste
1584,Jardinópolis,J,1.0,,Oeste
1585,Joaçaba,A,0.0,-4.0,Centro-Oeste
1586,Joaçaba,C,-35.0,130.0,Centro-Oeste
1587,Joaçaba,D,,4.0,Centro-Oeste
1588,Joaçaba,E,-2.0,-2.0,Centro-Oeste
1589,Joaçaba,F,-19.0,21.0,Centro-Oeste
1590,Joaçaba,G,61.0,-34.0,Centro-Oeste
1591,Joaçaba,H,18.0,1.0,Centro-Oeste
1592,Joaçaba,I,3.0,2.0,Centro-Oeste
1593,Joaçaba,J,7.0,11.0,Centro-Oeste
1594,Joaçaba,K,0.0,7.0,Centro-Oeste
1595,Joaçaba,L,,1.0,Centro-Oeste
1596,Joaçaba,M,-3.0,12.0,Centro-Oeste
1597,Joaçaba,N,13.0,8.0,Centro-Oeste
1598,Joaçaba,P,-46.0,31.0,Centro-Oeste
1599,Joaçaba,Q,-8.0,20.0,Centro-Oeste
1600,Joaçaba,R,-4.0,0.0,Centro-Oeste
1601,Joaçaba,S,-14.0,12.0,Centro-Oeste
1602,Joinville,A,0.0,3.0,Norte-Nordeste
1603,Joinville,B,3.0,3.0,Norte-Nordeste
1604,Joinville,C,315.0,991.0,Norte-Nordeste
1605,Joinville,D,-1.0,7.0,Norte-Nordeste
1606,Joinville,E,-51.0,-3.0,Norte-Nordeste
1607,Joinville,F,-131.0,346.0,Norte-Nordeste
1608,Joinville,G,-86.0,370.0,Norte-Nordeste
1609,Joinville,H,73.0,51.0,Norte-Nordeste
1610,Joinville,I,38.0,101.0,Norte-Nordeste
1611,Joinville,J,-3.0,60.0,Norte-Nordeste
1612,Joinville,K,2.0,14.0,Norte-Nordeste
1613,Joinville,L,-8.0,7.0,Norte-Nordeste
1614,Joinville,M,0.0,52.0,Norte-Nordeste
1615,Joinville,N,-1031.0,604.0,Norte-Nordeste
1616,Joinville,P,-212.0,259.0,Norte-Nordeste
1617,Joinville,Q,31.0,83.0,Norte-Nordeste
1618,Joinville,R,7.0,28.0,Norte-Nordeste
1619,Joinville,S,-9.0,5.0,Norte-Nordeste
1620,José Boiteux,C,-25.0,21.0,Alto Vale do Itajaí
1621,José Boiteux,G,-2.0,-2.0,Alto Vale do Itajaí
1622,José Boiteux,H,,-1.0,Alto Vale do Itajaí
1623,José Boiteux,N,6.0,8.0,Alto Vale do Itajaí
1624,José Boiteux,Q,,1.0,Alto Vale do Itajaí
1625,Jupiá,C,3.0,0.0,Oeste
1626,Jupiá,G,0.0,1.0,Oeste
1627,Jupiá,H,1.0,-1.0,Oeste
1628,Jupiá,N,-1.0,3.0,Oeste
1629,Lacerdópolis,A,3.0,1.0,Centro-Oeste
1630,Lacerdópolis,C,4.0,6.0,Centro-Oeste
1631,Lacerdópolis,F,4.0,17.0,Centro-Oeste
1632,Lacerdópolis,G,-1.0,-1.0,Centro-Oeste
1633,Lacerdópolis,H,0.0,2.0,Centro-Oeste
1634,Lages,A,4.0,106.0,Serra Catarinense
1635,Lages,B,-3.0,,Serra Catarinense
1636,Lages,C,-168.0,196.0,Serra Catarinense
1637,Lages,D,0.0,0.0,Serra Catarinense
1638,Lages,E,-12.0,-2.0,Serra Catarinense
1639,Lages,F,-40.0,55.0,Serra Catarinense
1640,Lages,G,97.0,30.0,Serra Catarinense
1641,Lages,H,29.0,-13.0,Serra Catarinense
1642,Lages,I,-9.0,23.0,Serra Catarinense
1643,Lages,J,-1.0,-15.0,Serra Catarinense
1644,Lages,K,-4.0,-2.0,Serra Catarinense
1645,Lages,L,-2.0,4.0,Serra Catarinense
1646,Lages,M,7.0,20.0,Serra Catarinense
1647,Lages,N,39.0,-152.0,Serra Catarinense
1648,Lages,P,-31.0,79.0,Serra Catarinense
1649,Lages,Q,43.0,1.0,Serra Catarinense
1650,Lages,R,-12.0,5.0,Serra Catarinense
1651,Lages,S,-7.0,11.0,Serra Catarinense
1652,Laguna,A,-8.0,1.0,Litoral Sul
1653,Laguna,C,-22.0,34.0,Litoral Sul
1654,Laguna,E,,1.0,Litoral Sul
1655,Laguna,F,-1.0,-2.0,Litoral Sul
1656,Laguna,G,79.0,-80.0,Litoral Sul
1657,Laguna,H,-8.0,10.0,Litoral Sul
1658,Laguna,I,42.0,-1.0,Litoral Sul
1659,Laguna,J,0.0,-1.0,Litoral Sul
1660,Laguna,K,-2.0,-1.0,Litoral Sul
1661,Laguna,L,6.0,0.0,Litoral Sul
1662,Laguna,M,-2.0,-1.0,Litoral Sul
1663,Laguna,N,-6.0,8.0,Litoral Sul
1664,Laguna,P,-4.0,4.0,Litoral Sul
1665,Laguna,Q,-1.0,3.0,Litoral Sul
1666,Laguna,S,3.0,1.0,Litoral Sul
1667,Lajeado Grande,C,-1.0,-4.0,Oeste
1668,Lajeado Grande,G,-2.0,-1.0,Oeste
1669,Lajeado Grande,H,-2.0,,Oeste
1670,Laurentino,A,2.0,1.0,Alto Vale do Itajaí
1671,Laurentino,C,-21.0,26.0,Alto Vale do Itajaí
1672,Laurentino,F,-2.0,0.0,Alto Vale do Itajaí
1673,Laurentino,G,-2.0,11.0,Alto Vale do Itajaí
1674,Laurentino,H,0.0,8.0,Alto Vale do Itajaí
1675,Laurentino,I,-1.0,,Alto Vale do Itajaí
1676,Laurentino,M,-1.0,4.0,Alto Vale do Itajaí
1677,Laurentino,Q,,1.0,Alto Vale do Itajaí
1678,Laurentino,S,,6.0,Alto Vale do Itajaí
1679,Lauro Muller,A,-2.0,6.0,Sul
1680,Lauro Muller,B,-2.0,-4.0,Sul
1681,Lauro Muller,C,3.0,8.0,Sul
1682,Lauro Muller,D,,1.0,Sul
1683,Lauro Muller,F,-3.0,4.0,Sul
1684,Lauro Muller,G,4.0,6.0,Sul
1685,Lauro Muller,H,-9.0,4.0,Sul
1686,Lauro Muller,I,2.0,0.0,Sul
1687,Lauro Muller,J,,-1.0,Sul
1688,Lauro Muller,M,0.0,-3.0,Sul
1689,Lauro Muller,N,1.0,0.0,Sul
1690,Lauro Muller,Q,,1.0,Sul
1691,Lauro Muller,R,1.0,,Sul
1692,Lauro Muller,S,-1.0,0.0,Sul
1693,Lebon Régis,A,-18.0,-47.0,Centro-Norte
1694,Lebon Régis,C,-5.0,22.0,Centro-Norte
1695,Lebon Régis,D,-1.0,,Centro-Norte
1696,Lebon Régis,F,-1.0,6.0,Centro-Norte
1697,Lebon Régis,G,-2.0,7.0,Centro-Norte
1698,Lebon Régis,H,,-1.0,Centro-Norte
1699,Lebon Régis,I,-1.0,2.0,Centro-Norte
1700,Lebon Régis,J,,-2.0,Centro-Norte
1701,Lebon Régis,M,-1.0,2.0,Centro-Norte
1702,Lebon Régis,N,1.0,,Centro-Norte
1703,Lebon Régis,S,,2.0,Centro-Norte
1704,Leoberto Leal,A,,1.0,Vale do Itajaí Mirim
1705,Leoberto Leal,F,-1.0,,Vale do Itajaí Mirim
1706,Leoberto Leal,G,4.0,9.0,Vale do Itajaí Mirim
1707,Leoberto Leal,H,2.0,3.0,Vale do Itajaí Mirim
1708,Leoberto Leal,I,,-1.0,Vale do Itajaí Mirim
1709,Leoberto Leal,M,,0.0,Vale do Itajaí Mirim
1710,Leoberto Leal,S,,-1.0,Vale do Itajaí Mirim
1711,Lindóia do Sul,C,1.0,2.0,Alto Uruguai Catarinense
1712,Lindóia do Sul,F,-1.0,0.0,Alto Uruguai Catarinense
1713,Lindóia do Sul,G,2.0,-4.0,Alto Uruguai Catarinense
1714,Lindóia do Sul,H,2.0,-2.0,Alto Uruguai Catarinense
1715,Lindóia do Sul,M,-1.0,,Alto Uruguai Catarinense
1716,Lindóia do Sul,N,-2.0,,Alto Uruguai Catarinense
1717,Lindóia do Sul,S,,1.0,Alto Uruguai Catarinense
1718,Lontras,A,,-1.0,Alto Vale do Itajaí
1719,Lontras,B,2.0,,Alto Vale do Itajaí
1720,Lontras,C,-57.0,31.0,Alto Vale do Itajaí
1721,Lontras,F,-3.0,-22.0,Alto Vale do Itajaí
1722,Lontras,G,-1.0,13.0,Alto Vale do Itajaí
1723,Lontras,H,0.0,9.0,Alto Vale do Itajaí
1724,Lontras,I,1.0,3.0,Alto Vale do Itajaí
1725,Lontras,K,-1.0,-1.0,Alto Vale do Itajaí
1726,Lontras,L,,2.0,Alto Vale do Itajaí
1727,Lontras,M,3.0,0.0,Alto Vale do Itajaí
1728,Lontras,N,3.0,3.0,Alto Vale do Itajaí
1729,Lontras,P,-1.0,3.0,Alto Vale do Itajaí
1730,Lontras,Q,1.0,1.0,Alto Vale do Itajaí
1731,Luiz Alves,A,1.0,0.0,Foz do Rio Itajaí
1732,Luiz Alves,C,-161.0,102.0,Foz do Rio Itajaí
1733,Luiz Alves,F,2.0,0.0,Foz do Rio Itajaí
1734,Luiz Alves,G,1.0,8.0,Foz do Rio Itajaí
1735,Luiz Alves,H,0.0,12.0,Foz do Rio Itajaí
1736,Luiz Alves,I,0.0,5.0,Foz do Rio Itajaí
1737,Luiz Alves,J,,2.0,Foz do Rio Itajaí
1738,Luiz Alves,K,-1.0,,Foz do Rio Itajaí
1739,Luiz Alves,M,-1.0,0.0,Foz do Rio Itajaí
1740,Luiz Alves,N,-2.0,-3.0,Foz do Rio Itajaí
1741,Luiz Alves,O,-71.0,85.0,Foz do Rio Itajaí
1742,Luiz Alves,P,-1.0,-1.0,Foz do Rio Itajaí
1743,Luiz Alves,Q,-1.0,-2.0,Foz do Rio Itajaí
1744,Luiz Alves,R,-1.0,3.0,Foz do Rio Itajaí
1745,Luiz Alves,S,0.0,2.0,Foz do Rio Itajaí
1746,Luzerna,A,1.0,1.0,Centro-Oeste
1747,Luzerna,C,-24.0,10.0,Centro-Oeste
1748,Luzerna,F,1.0,3.0,Centro-Oeste
1749,Luzerna,G,1.0,-3.0,Centro-Oeste
1750,Luzerna,H,1.0,-4.0,Centro-Oeste
1751,Luzerna,I,-1.0,1.0,Centro-Oeste
1752,Luzerna,J,1.0,-1.0,Centro-Oeste
1753,Luzerna,K,,-1.0,Centro-Oeste
1754,Luzerna,N,3.0,2.0,Centro-Oeste
1755,Luzerna,P,-2.0,0.0,Centro-Oeste
1756,Luzerna,Q,-2.0,5.0,Centro-Oeste
1757,Luzerna,S,,-1.0,Centro-Oeste
1758,Macieira,A,4.0,-3.0,Centro-Norte
1759,Macieira,C,-2.0,0.0,Centro-Norte
1760,Macieira,H,,-1.0,Centro-Norte
1761,Macieira,M,-1.0,,Centro-Norte
1762,Mafra,A,9.0,-35.0,Planalto Norte
1763,Mafra,B,-2.0,,Planalto Norte
1764,Mafra,C,-15.0,161.0,Planalto Norte
1765,Mafra,D,-1.0,5.0,Planalto Norte
1766,Mafra,E,0.0,0.0,Planalto Norte
1767,Mafra,F,-11.0,-4.0,Planalto Norte
1768,Mafra,G,12.0,-6.0,Planalto Norte
1769,Mafra,H,-15.0,-2.0,Planalto Norte
1770,Mafra,I,13.0,13.0,Planalto Norte
1771,Mafra,J,6.0,2.0,Planalto Norte
1772,Mafra,K,0.0,7.0,Planalto Norte
1773,Mafra,L,-1.0,1.0,Planalto Norte
1774,Mafra,M,2.0,9.0,Planalto Norte
1775,Mafra,N,-1.0,-5.0,Planalto Norte
1776,Mafra,O,-116.0,166.0,Planalto Norte
1777,Mafra,P,-25.0,8.0,Planalto Norte
1778,Mafra,Q,16.0,-2.0,Planalto Norte
1779,Mafra,R,-3.0,1.0,Planalto Norte
1780,Mafra,S,-1.0,3.0,Planalto Norte
1781,Major Gercino,A,-1.0,3.0,Vale do Itajaí Mirim
1782,Major Gercino,C,1.0,0.0,Vale do Itajaí Mirim
1783,Major Gercino,F,-2.0,9.0,Vale do Itajaí Mirim
1784,Major Gercino,G,-1.0,2.0,Vale do Itajaí Mirim
1785,Major Gercino,O,,2.0,Vale do Itajaí Mirim
1786,Major Gercino,Q,,-1.0,Vale do Itajaí Mirim
1787,Major Gercino,S,,0.0,Vale do Itajaí Mirim
1788,Major Vieira,A,-5.0,,Centro-Norte
1789,Major Vieira,C,-9.0,2.0,Centro-Norte
1790,Major Vieira,G,2.0,2.0,Centro-Norte
1791,Major Vieira,I,0.0,1.0,Centro-Norte
1792,Major Vieira,J,1.0,-1.0,Centro-Norte
1793,Major Vieira,Q,-1.0,,Centro-Norte
1794,Major Vieira,S,-1.0,1.0,Centro-Norte
1795,Maracajá,B,1.0,2.0,Sul
1796,Maracajá,C,-24.0,10.0,Sul
1797,Maracajá,E,,1.0,Sul
1798,Maracajá,F,-5.0,1.0,Sul
1799,Maracajá,G,5.0,7.0,Sul
1800,Maracajá,H,6.0,8.0,Sul
1801,Maracajá,I,0.0,3.0,Sul
1802,Maracajá,M,3.0,1.0,Sul
1803,Maracajá,N,6.0,5.0,Sul
1804,Maracajá,P,,1.0,Sul
1805,Maracajá,Q,1.0,1.0,Sul
1806,Maracajá,S,,-1.0,Sul
1807,Maravilha,A,2.0,-1.0,Oeste
1808,Maravilha,C,-45.0,84.0,Oeste
1809,Maravilha,E,0.0,6.0,Oeste
1810,Maravilha,F,-16.0,-15.0,Oeste
1811,Maravilha,G,-11.0,37.0,Oeste
1812,Maravilha,H,11.0,7.0,Oeste
1813,Maravilha,I,2.0,8.0,Oeste
1814,Maravilha,J,1.0,-4.0,Oeste
1815,Maravilha,K,1.0,0.0,Oeste
1816,Maravilha,L,-1.0,,Oeste
1817,Maravilha,M,-3.0,15.0,Oeste
1818,Maravilha,N,1.0,4.0,Oeste
1819,Maravilha,P,-7.0,-2.0,Oeste
1820,Maravilha,Q,1.0,10.0,Oeste
1821,Maravilha,R,,2.0,Oeste
1822,Maravilha,S,-1.0,4.0,Oeste
1823,Maravilha,T,,2.0,Oeste
1824,Marema,C,-1.0,1.0,Oeste
1825,Marema,G,-1.0,0.0,Oeste
1826,Marema,M,-1.0,,Oeste
1827,Massaranduba,A,3.0,0.0,Vale do Itapocu
1828,Massaranduba,C,-57.0,92.0,Vale do Itapocu
1829,Massaranduba,F,,2.0,Vale do Itapocu
1830,Massaranduba,G,-26.0,11.0,Vale do Itapocu
1831,Massaranduba,H,-2.0,-2.0,Vale do Itapocu
1832,Massaranduba,I,4.0,0.0,Vale do Itapocu
1833,Massaranduba,J,-5.0,1.0,Vale do Itapocu
1834,Massaranduba,M,-3.0,-2.0,Vale do Itapocu
1835,Massaranduba,N,,1.0,Vale do Itapocu
1836,Massaranduba,P,-1.0,0.0,Vale do Itapocu
1837,Massaranduba,Q,1.0,-3.0,Vale do Itapocu
1838,Massaranduba,S,-2.0,-1.0,Vale do Itapocu
1839,Matos Costa,A,-2.0,-5.0,Centro-Norte
1840,Matos Costa,C,1.0,3.0,Centro-Norte
1841,Matos Costa,G,-1.0,0.0,Centro-Norte
1842,Matos Costa,H,,1.0,Centro-Norte
1843,Matos Costa,N,,2.0,Centro-Norte
1844,Meleiro,C,-6.0,2.0,Sul
1845,Meleiro,F,,2.0,Sul
1846,Meleiro,G,1.0,0.0,Sul
1847,Meleiro,H,10.0,-5.0,Sul
1848,Meleiro,I,1.0,0.0,Sul
1849,Meleiro,J,0.0,,Sul
1850,Meleiro,L,,-1.0,Sul
1851,Meleiro,M,,-2.0,Sul
1852,Meleiro,N,-2.0,-2.0,Sul
1853,Meleiro,P,1.0,,Sul
1854,Meleiro,Q,0.0,,Sul
1855,Meleiro,R,,1.0,Sul
1856,Meleiro,S,-1.0,1.0,Sul
1857,Mirim Doce,A,-2.0,1.0,Alto Vale do Itajaí
1858,Mirim Doce,C,-8.0,-2.0,Alto Vale do Itajaí
1859,Mirim Doce,G,1.0,-3.0,Alto Vale do Itajaí
1860,Mirim Doce,K,1.0,,Alto Vale do Itajaí
1861,Mirim Doce,O,-4.0,,Alto Vale do Itajaí
1862,Modelo,A,,-2.0,Oeste
1863,Modelo,C,-17.0,13.0,Oeste
1864,Modelo,E,,1.0,Oeste
1865,Modelo,F,-1.0,-1.0,Oeste
1866,Modelo,G,-1.0,2.0,Oeste
1867,Modelo,H,0.0,1.0,Oeste
1868,Modelo,I,-1.0,,Oeste
1869,Modelo,M,-2.0,0.0,Oeste
1870,Modelo,N,-1.0,,Oeste
1871,Modelo,P,0.0,1.0,Oeste
1872,Modelo,Q,0.0,1.0,Oeste
1873,Modelo,S,1.0,,Oeste
1874,Mondaí,A,2.0,-1.0,Extremo Oeste
1875,Mondaí,B,,0.0,Extremo Oeste
1876,Mondaí,C,-64.0,10.0,Extremo Oeste
1877,Mondaí,F,-3.0,0.0,Extremo Oeste
1878,Mondaí,G,5.0,3.0,Extremo Oeste
1879,Mondaí,H,1.0,0.0,Extremo Oeste
1880,Mondaí,I,-1.0,2.0,Extremo Oeste
1881,Mondaí,J,,-1.0,Extremo Oeste
1882,Mondaí,K,1.0,,Extremo Oeste
1883,Mondaí,M,,2.0,Extremo Oeste
1884,Mondaí,N,-1.0,,Extremo Oeste
1885,Mondaí,Q,0.0,3.0,Extremo Oeste
1886,Mondaí,S,,-2.0,Extremo Oeste
1887,Monte Carlo,A,-62.0,-139.0,Centro-Oeste
1888,Monte Carlo,C,-8.0,6.0,Centro-Oeste
1889,Monte Carlo,F,1.0,3.0,Centro-Oeste
1890,Monte Carlo,G,-6.0,6.0,Centro-Oeste
1891,Monte Carlo,H,-4.0,1.0,Centro-Oeste
1892,Monte Carlo,I,-2.0,,Centro-Oeste
1893,Monte Carlo,M,2.0,1.0,Centro-Oeste
1894,Monte Carlo,N,-2.0,6.0,Centro-Oeste
1895,Monte Carlo,Q,,1.0,Centro-Oeste
1896,Monte Carlo,S,,3.0,Centro-Oeste
1897,Monte Castelo,A,-2.0,-10.0,Planalto Norte
1898,Monte Castelo,C,9.0,1.0,Planalto Norte
1899,Monte Castelo,F,4.0,-2.0,Planalto Norte
1900,Monte Castelo,G,-2.0,-9.0,Planalto Norte
1901,Monte Castelo,H,2.0,-1.0,Planalto Norte
1902,Monte Castelo,I,0.0,1.0,Planalto Norte
1903,Monte Castelo,M,-1.0,,Planalto Norte
1904,Monte Castelo,N,-2.0,-2.0,Planalto Norte
1905,Monte Castelo,Q,-1.0,,Planalto Norte
1906,Monte Castelo,S,,2.0,Planalto Norte
1907,Morro da Fumaça,B,3.0,6.0,Sul
1908,Morro da Fumaça,C,-35.0,78.0,Sul
1909,Morro da Fumaça,D,-1.0,0.0,Sul
1910,Morro da Fumaça,F,3.0,0.0,Sul
1911,Morro da Fumaça,G,16.0,28.0,Sul
1912,Morro da Fumaça,H,-1.0,9.0,Sul
1913,Morro da Fumaça,I,0.0,5.0,Sul
1914,Morro da Fumaça,K,,1.0,Sul
1915,Morro da Fumaça,L,1.0,2.0,Sul
1916,Morro da Fumaça,M,-1.0,1.0,Sul
1917,Morro da Fumaça,N,4.0,0.0,Sul
1918,Morro da Fumaça,P,-17.0,18.0,Sul
1919,Morro da Fumaça,Q,4.0,2.0,Sul
1920,Morro da Fumaça,R,-1.0,5.0,Sul
1921,Morro da Fumaça,S,-2.0,-3.0,Sul
1922,Morro Grande,C,2.0,5.0,Sul
1923,Morro Grande,G,0.0,-4.0,Sul
1924,Morro Grande,H,0.0,-1.0,Sul
1925,Navegantes,A,2.0,1.0,Foz do Rio Itajaí
1926,Navegantes,B,-1.0,1.0,Foz do Rio Itajaí
1927,Navegantes,C,-144.0,-73.0,Foz do Rio Itajaí
1928,Navegantes,E,7.0,-4.0,Foz do Rio Itajaí
1929,Navegantes,F,-20.0,27.0,Foz do Rio Itajaí
1930,Navegantes,G,120.0,15.0,Foz do Rio Itajaí
1931,Navegantes,H,-19.0,12.0,Foz do Rio Itajaí
1932,Navegantes,I,21.0,20.0,Foz do Rio Itajaí
1933,Navegantes,J,4.0,-2.0,Foz do Rio Itajaí
1934,Navegantes,K,0.0,5.0,Foz do Rio Itajaí
1935,Navegantes,L,0.0,4.0,Foz do Rio Itajaí
1936,Navegantes,M,9.0,8.0,Foz do Rio Itajaí
1937,Navegantes,N,54.0,16.0,Foz do Rio Itajaí
1938,Navegantes,P,-3.0,10.0,Foz do Rio Itajaí
1939,Navegantes,Q,6.0,8.0,Foz do Rio Itajaí
1940,Navegantes,R,-1.0,2.0,Foz do Rio Itajaí
1941,Navegantes,S,2.0,8.0,Foz do Rio Itajaí
1942,Nova Erechim,A,0.0,3.0,Oeste
1943,Nova Erechim,C,-17.0,26.0,Oeste
1944,Nova Erechim,F,-2.0,-6.0,Oeste
1945,Nova Erechim,G,1.0,1.0,Oeste
1946,Nova Erechim,H,1.0,0.0,Oeste
1947,Nova Erechim,I,-2.0,0.0,Oeste
1948,Nova Erechim,L,,1.0,Oeste
1949,Nova Erechim,Q,2.0,3.0,Oeste
1950,Nova Erechim,R,,1.0,Oeste
1951,Nova Erechim,S,,1.0,Oeste
1952,Nova Itaberaba,C,-1.0,9.0,Oeste
1953,Nova Itaberaba,F,-10.0,-2.0,Oeste
1954,Nova Itaberaba,G,1.0,0.0,Oeste
1955,Nova Itaberaba,H,1.0,,Oeste
1956,Nova Itaberaba,I,,1.0,Oeste
1957,Nova Itaberaba,M,,0.0,Oeste
1958,Nova Itaberaba,Q,,1.0,Oeste
1959,Nova Trento,A,,1.0,Vale do Itajaí Mirim
1960,Nova Trento,C,-63.0,93.0,Vale do Itajaí Mirim
1961,Nova Trento,E,4.0,5.0,Vale do Itajaí Mirim
