,Município,Setor,Escolaridade,Empregados,vice_presidencia
1579,Campos Novos,AGROPECUÁRIA,Superior Completo,19,Centro-Oeste
1580,Campos Novos,AGROPECUÁRIA,Superior Incompleto,11,Centro-Oeste
1581,Campos Novos,COMÉRCIO,Analfabeto,10,Centro-Oeste
1582,Campos Novos,COMÉRCIO,Fundamental completo,228,Centro-Oeste
1583,Campos Novos,COMÉRCIO,Fundamental incompleto,260,Centro-Oeste
1584,Campos Novos,COMÉRCIO,Medio completo,1405,Centro-Oeste
1585,Campos Novos,COMÉRCIO,Medio incompleto,278,Centro-Oeste
1586,Campos Novos,COMÉRCIO,Superior Completo,191,Centro-Oeste
1587,Campos Novos,COMÉRCIO,Superior Incompleto,135,Centro-Oeste
1588,Campos Novos,INDÚSTRIA,Analfabeto,13,Centro-Oeste
1589,Campos Novos,INDÚSTRIA,Fundamental completo,564,Centro-Oeste
1590,Campos Novos,INDÚSTRIA,Fundamental incompleto,1214,Centro-Oeste
1591,Campos Novos,INDÚSTRIA,Medio completo,1831,Centro-Oeste
1592,Campos Novos,INDÚSTRIA,Medio incompleto,367,Centro-Oeste
1593,Campos Novos,INDÚSTRIA,Pós-graduação,3,Centro-Oeste
1594,Campos Novos,INDÚSTRIA,Superior Completo,270,Centro-Oeste
1595,Campos Novos,INDÚSTRIA,Superior Incompleto,92,Centro-Oeste
1596,Campos Novos,SERVIÇOS,Analfabeto,20,Centro-Oeste
1597,Campos Novos,SERVIÇOS,Fundamental completo,159,Centro-Oeste
1598,Campos Novos,SERVIÇOS,Fundamental incompleto,150,Centro-Oeste
1599,Campos Novos,SERVIÇOS,Medio completo,1082,Centro-Oeste
1600,Campos Novos,SERVIÇOS,Medio incompleto,75,Centro-Oeste
1601,Campos Novos,SERVIÇOS,Pós-graduação,12,Centro-Oeste
1602,Campos Novos,SERVIÇOS,Superior Completo,938,Centro-Oeste
1603,Campos Novos,SERVIÇOS,Superior Incompleto,146,Centro-Oeste
1604,Campos Novos,TRANSPORTE,Analfabeto,3,Centro-Oeste
1605,Campos Novos,TRANSPORTE,Fundamental completo,72,Centro-Oeste
1606,Campos Novos,TRANSPORTE,Fundamental incompleto,83,Centro-Oeste
1607,Campos Novos,TRANSPORTE,Medio completo,198,Centro-Oeste
1608,Campos Novos,TRANSPORTE,Medio incompleto,35,Centro-Oeste
1609,Campos Novos,TRANSPORTE,Superior Completo,18,Centro-Oeste
1610,Campos Novos,TRANSPORTE,Superior Incompleto,12,Centro-Oeste
1611,Canelinha,AGROPECUÁRIA,Fundamental completo,1,Sudeste
1612,Canelinha,AGROPECUÁRIA,Fundamental incompleto,7,Sudeste
1613,Canelinha,AGROPECUÁRIA,Medio completo,2,Sudeste
1614,Canelinha,AGROPECUÁRIA,Medio incompleto,1,Sudeste
1615,Canelinha,AGROPECUÁRIA,Superior Completo,1,Sudeste
1616,Canelinha,COMÉRCIO,Fundamental completo,41,Sudeste
1617,Canelinha,COMÉRCIO,Fundamental incompleto,51,Sudeste
1618,Canelinha,COMÉRCIO,Medio completo,231,Sudeste
1619,Canelinha,COMÉRCIO,Medio incompleto,97,Sudeste
1620,Canelinha,COMÉRCIO,Superior Completo,26,Sudeste
1621,Canelinha,COMÉRCIO,Superior Incompleto,21,Sudeste
1622,Canelinha,INDÚSTRIA,Analfabeto,4,Sudeste
1623,Canelinha,INDÚSTRIA,Fundamental completo,142,Sudeste
1624,Canelinha,INDÚSTRIA,Fundamental incompleto,242,Sudeste
1625,Canelinha,INDÚSTRIA,Medio completo,709,Sudeste
1626,Canelinha,INDÚSTRIA,Medio incompleto,129,Sudeste
1627,Canelinha,INDÚSTRIA,Superior Completo,29,Sudeste
1628,Canelinha,INDÚSTRIA,Superior Incompleto,27,Sudeste
1629,Canelinha,SERVIÇOS,Analfabeto,3,Sudeste
1630,Canelinha,SERVIÇOS,Fundamental completo,35,Sudeste
1631,Canelinha,SERVIÇOS,Fundamental incompleto,104,Sudeste
1632,Canelinha,SERVIÇOS,Medio completo,137,Sudeste
1633,Canelinha,SERVIÇOS,Medio incompleto,21,Sudeste
1634,Canelinha,SERVIÇOS,Pós-graduação,3,Sudeste
1635,Canelinha,SERVIÇOS,Superior Completo,240,Sudeste
1636,Canelinha,SERVIÇOS,Superior Incompleto,26,Sudeste
1637,Canelinha,TRANSPORTE,Fundamental completo,16,Sudeste
1638,Canelinha,TRANSPORTE,Fundamental incompleto,37,Sudeste
1639,Canelinha,TRANSPORTE,Medio completo,28,Sudeste
1640,Canelinha,TRANSPORTE,Medio incompleto,18,Sudeste
1641,Canelinha,TRANSPORTE,Superior Completo,8,Sudeste
1642,Canelinha,TRANSPORTE,Superior Incompleto,3,Sudeste
1643,Canoinhas,AGROPECUÁRIA,Analfabeto,2,Centro-Norte
1644,Canoinhas,AGROPECUÁRIA,Fundamental completo,88,Centro-Norte
1645,Canoinhas,AGROPECUÁRIA,Fundamental incompleto,84,Centro-Norte
1646,Canoinhas,AGROPECUÁRIA,Medio completo,212,Centro-Norte
1647,Canoinhas,AGROPECUÁRIA,Medio incompleto,14,Centro-Norte
1648,Canoinhas,AGROPECUÁRIA,Superior Completo,23,Centro-Norte
1649,Canoinhas,AGROPECUÁRIA,Superior Incompleto,7,Centro-Norte
1650,Canoinhas,COMÉRCIO,Analfabeto,5,Centro-Norte
1651,Canoinhas,COMÉRCIO,Fundamental completo,280,Centro-Norte
1652,Canoinhas,COMÉRCIO,Fundamental incompleto,142,Centro-Norte
1653,Canoinhas,COMÉRCIO,Medio completo,2615,Centro-Norte
1654,Canoinhas,COMÉRCIO,Medio incompleto,353,Centro-Norte
1655,Canoinhas,COMÉRCIO,Superior Completo,248,Centro-Norte
1656,Canoinhas,COMÉRCIO,Superior Incompleto,155,Centro-Norte
1657,Canoinhas,INDÚSTRIA,Analfabeto,4,Centro-Norte
1658,Canoinhas,INDÚSTRIA,Fundamental completo,418,Centro-Norte
1659,Canoinhas,INDÚSTRIA,Fundamental incompleto,483,Centro-Norte
1660,Canoinhas,INDÚSTRIA,Medio completo,1525,Centro-Norte
1661,Canoinhas,INDÚSTRIA,Medio incompleto,179,Centro-Norte
1662,Canoinhas,INDÚSTRIA,Pós-graduação,1,Centro-Norte
1663,Canoinhas,INDÚSTRIA,Superior Completo,277,Centro-Norte
1664,Canoinhas,INDÚSTRIA,Superior Incompleto,95,Centro-Norte
1665,Canoinhas,SERVIÇOS,Analfabeto,4,Centro-Norte
1666,Canoinhas,SERVIÇOS,Fundamental completo,239,Centro-Norte
1667,Canoinhas,SERVIÇOS,Fundamental incompleto,152,Centro-Norte
1668,Canoinhas,SERVIÇOS,Medio completo,1971,Centro-Norte
1669,Canoinhas,SERVIÇOS,Medio incompleto,84,Centro-Norte
1670,Canoinhas,SERVIÇOS,Pós-graduação,20,Centro-Norte
1671,Canoinhas,SERVIÇOS,Superior Completo,1563,Centro-Norte
1672,Canoinhas,SERVIÇOS,Superior Incompleto,327,Centro-Norte
1673,Canoinhas,TRANSPORTE,Analfabeto,1,Centro-Norte
1674,Canoinhas,TRANSPORTE,Fundamental completo,34,Centro-Norte
1675,Canoinhas,TRANSPORTE,Fundamental incompleto,17,Centro-Norte
1676,Canoinhas,TRANSPORTE,Medio completo,243,Centro-Norte
1677,Canoinhas,TRANSPORTE,Medio incompleto,21,Centro-Norte
1678,Canoinhas,TRANSPORTE,Superior Completo,20,Centro-Norte
1679,Canoinhas,TRANSPORTE,Superior Incompleto,8,Centro-Norte
1680,Capinzal,AGROPECUÁRIA,Analfabeto,4,Centro-Oeste
1681,Capinzal,AGROPECUÁRIA,Fundamental completo,65,Centro-Oeste
1682,Capinzal,AGROPECUÁRIA,Fundamental incompleto,104,Centro-Oeste
1683,Capinzal,AGROPECUÁRIA,Medio completo,132,Centro-Oeste
1684,Capinzal,AGROPECUÁRIA,Medio incompleto,37,Centro-Oeste
1685,Capinzal,AGROPECUÁRIA,Superior Completo,19,Centro-Oeste
1686,Capinzal,AGROPECUÁRIA,Superior Incompleto,11,Centro-Oeste
1687,Capinzal,COMÉRCIO,Analfabeto,3,Centro-Oeste
1688,Capinzal,COMÉRCIO,Fundamental completo,183,Centro-Oeste
1689,Capinzal,COMÉRCIO,Fundamental incompleto,104,Centro-Oeste
1690,Capinzal,COMÉRCIO,Medio completo,594,Centro-Oeste
1691,Capinzal,COMÉRCIO,Medio incompleto,160,Centro-Oeste
1692,Capinzal,COMÉRCIO,Superior Completo,98,Centro-Oeste
1693,Capinzal,COMÉRCIO,Superior Incompleto,97,Centro-Oeste
1694,Capinzal,INDÚSTRIA,Analfabeto,4,Centro-Oeste
1695,Capinzal,INDÚSTRIA,Fundamental completo,961,Centro-Oeste
1696,Capinzal,INDÚSTRIA,Fundamental incompleto,1717,Centro-Oeste
1697,Capinzal,INDÚSTRIA,Medio completo,2099,Centro-Oeste
1698,Capinzal,INDÚSTRIA,Medio incompleto,678,Centro-Oeste
1699,Capinzal,INDÚSTRIA,Pós-graduação,10,Centro-Oeste
1700,Capinzal,INDÚSTRIA,Superior Completo,335,Centro-Oeste
1701,Capinzal,INDÚSTRIA,Superior Incompleto,121,Centro-Oeste
1702,Capinzal,SERVIÇOS,Analfabeto,23,Centro-Oeste
1703,Capinzal,SERVIÇOS,Fundamental completo,135,Centro-Oeste
1704,Capinzal,SERVIÇOS,Fundamental incompleto,104,Centro-Oeste
1705,Capinzal,SERVIÇOS,Medio completo,516,Centro-Oeste
1706,Capinzal,SERVIÇOS,Medio incompleto,75,Centro-Oeste
1707,Capinzal,SERVIÇOS,Pós-graduação,1,Centro-Oeste
1708,Capinzal,SERVIÇOS,Superior Completo,608,Centro-Oeste
1709,Capinzal,SERVIÇOS,Superior Incompleto,144,Centro-Oeste
1710,Capinzal,TRANSPORTE,Fundamental completo,42,Centro-Oeste
1711,Capinzal,TRANSPORTE,Fundamental incompleto,50,Centro-Oeste
1712,Capinzal,TRANSPORTE,Medio completo,119,Centro-Oeste
1713,Capinzal,TRANSPORTE,Medio incompleto,22,Centro-Oeste
1714,Capinzal,TRANSPORTE,Pós-graduação,1,Centro-Oeste
1715,Capinzal,TRANSPORTE,Superior Completo,11,Centro-Oeste
1716,Capinzal,TRANSPORTE,Superior Incompleto,4,Centro-Oeste
1717,Capivari de Baixo,AGROPECUÁRIA,Fundamental completo,4,Litoral Sul
1718,Capivari de Baixo,AGROPECUÁRIA,Fundamental incompleto,3,Litoral Sul
1719,Capivari de Baixo,AGROPECUÁRIA,Medio completo,19,Litoral Sul
1720,Capivari de Baixo,AGROPECUÁRIA,Superior Incompleto,1,Litoral Sul
1721,Capivari de Baixo,COMÉRCIO,Analfabeto,1,Litoral Sul
1722,Capivari de Baixo,COMÉRCIO,Fundamental completo,53,Litoral Sul
1723,Capivari de Baixo,COMÉRCIO,Fundamental incompleto,35,Litoral Sul
1724,Capivari de Baixo,COMÉRCIO,Medio completo,679,Litoral Sul
1725,Capivari de Baixo,COMÉRCIO,Medio incompleto,76,Litoral Sul
1726,Capivari de Baixo,COMÉRCIO,Superior Completo,78,Litoral Sul
1727,Capivari de Baixo,COMÉRCIO,Superior Incompleto,33,Litoral Sul
1728,Capivari de Baixo,INDÚSTRIA,Analfabeto,3,Litoral Sul
1729,Capivari de Baixo,INDÚSTRIA,Fundamental completo,101,Litoral Sul
1730,Capivari de Baixo,INDÚSTRIA,Fundamental incompleto,99,Litoral Sul
1731,Capivari de Baixo,INDÚSTRIA,Medio completo,986,Litoral Sul
1732,Capivari de Baixo,INDÚSTRIA,Medio incompleto,59,Litoral Sul
1733,Capivari de Baixo,INDÚSTRIA,Pós-graduação,1,Litoral Sul
1734,Capivari de Baixo,INDÚSTRIA,Superior Completo,181,Litoral Sul
1735,Capivari de Baixo,INDÚSTRIA,Superior Incompleto,39,Litoral Sul
1736,Capivari de Baixo,SERVIÇOS,Analfabeto,1,Litoral Sul
1737,Capivari de Baixo,SERVIÇOS,Fundamental completo,115,Litoral Sul
1738,Capivari de Baixo,SERVIÇOS,Fundamental incompleto,87,Litoral Sul
1739,Capivari de Baixo,SERVIÇOS,Medio completo,581,Litoral Sul
1740,Capivari de Baixo,SERVIÇOS,Medio incompleto,69,Litoral Sul
1741,Capivari de Baixo,SERVIÇOS,Pós-graduação,5,Litoral Sul
1742,Capivari de Baixo,SERVIÇOS,Superior Completo,618,Litoral Sul
1743,Capivari de Baixo,SERVIÇOS,Superior Incompleto,74,Litoral Sul
1744,Capivari de Baixo,TRANSPORTE,Fundamental completo,27,Litoral Sul
1745,Capivari de Baixo,TRANSPORTE,Fundamental incompleto,19,Litoral Sul
1746,Capivari de Baixo,TRANSPORTE,Medio completo,153,Litoral Sul
1747,Capivari de Baixo,TRANSPORTE,Medio incompleto,13,Litoral Sul
1748,Capivari de Baixo,TRANSPORTE,Superior Completo,13,Litoral Sul
1749,Capivari de Baixo,TRANSPORTE,Superior Incompleto,4,Litoral Sul
1750,Capão Alto,AGROPECUÁRIA,Analfabeto,3,Serra Catarinense
1751,Capão Alto,AGROPECUÁRIA,Fundamental completo,23,Serra Catarinense
1752,Capão Alto,AGROPECUÁRIA,Fundamental incompleto,56,Serra Catarinense
1753,Capão Alto,AGROPECUÁRIA,Medio completo,47,Serra Catarinense
1754,Capão Alto,AGROPECUÁRIA,Medio incompleto,14,Serra Catarinense
1755,Capão Alto,AGROPECUÁRIA,Superior Completo,4,Serra Catarinense
1756,Capão Alto,AGROPECUÁRIA,Superior Incompleto,2,Serra Catarinense
1757,Capão Alto,COMÉRCIO,Fundamental completo,2,Serra Catarinense
1758,Capão Alto,COMÉRCIO,Fundamental incompleto,4,Serra Catarinense
1759,Capão Alto,COMÉRCIO,Medio completo,33,Serra Catarinense
1760,Capão Alto,COMÉRCIO,Medio incompleto,1,Serra Catarinense
1761,Capão Alto,COMÉRCIO,Superior Completo,3,Serra Catarinense
1762,Capão Alto,COMÉRCIO,Superior Incompleto,1,Serra Catarinense
1763,Capão Alto,INDÚSTRIA,Analfabeto,1,Serra Catarinense
1764,Capão Alto,INDÚSTRIA,Fundamental completo,15,Serra Catarinense
1765,Capão Alto,INDÚSTRIA,Fundamental incompleto,12,Serra Catarinense
1766,Capão Alto,INDÚSTRIA,Medio completo,62,Serra Catarinense
1767,Capão Alto,INDÚSTRIA,Medio incompleto,8,Serra Catarinense
1768,Capão Alto,INDÚSTRIA,Superior Completo,7,Serra Catarinense
1769,Capão Alto,INDÚSTRIA,Superior Incompleto,5,Serra Catarinense
1770,Capão Alto,SERVIÇOS,Analfabeto,1,Serra Catarinense
1771,Capão Alto,SERVIÇOS,Fundamental completo,31,Serra Catarinense
1772,Capão Alto,SERVIÇOS,Fundamental incompleto,62,Serra Catarinense
1773,Capão Alto,SERVIÇOS,Medio completo,142,Serra Catarinense
1774,Capão Alto,SERVIÇOS,Medio incompleto,9,Serra Catarinense
1775,Capão Alto,SERVIÇOS,Superior Completo,84,Serra Catarinense
1776,Capão Alto,SERVIÇOS,Superior Incompleto,15,Serra Catarinense
1777,Capão Alto,TRANSPORTE,Fundamental completo,3,Serra Catarinense
1778,Capão Alto,TRANSPORTE,Fundamental incompleto,6,Serra Catarinense
1779,Capão Alto,TRANSPORTE,Medio completo,19,Serra Catarinense
1780,Capão Alto,TRANSPORTE,Medio incompleto,6,Serra Catarinense
1781,Catanduvas,AGROPECUÁRIA,Analfabeto,3,Centro-Oeste
1782,Catanduvas,AGROPECUÁRIA,Fundamental completo,45,Centro-Oeste
1783,Catanduvas,AGROPECUÁRIA,Fundamental incompleto,102,Centro-Oeste
1784,Catanduvas,AGROPECUÁRIA,Medio completo,93,Centro-Oeste
1785,Catanduvas,AGROPECUÁRIA,Medio incompleto,30,Centro-Oeste
1786,Catanduvas,AGROPECUÁRIA,Superior Completo,8,Centro-Oeste
1787,Catanduvas,AGROPECUÁRIA,Superior Incompleto,6,Centro-Oeste
1788,Catanduvas,COMÉRCIO,Analfabeto,2,Centro-Oeste
1789,Catanduvas,COMÉRCIO,Fundamental completo,48,Centro-Oeste
1790,Catanduvas,COMÉRCIO,Fundamental incompleto,57,Centro-Oeste
1791,Catanduvas,COMÉRCIO,Medio completo,305,Centro-Oeste
1792,Catanduvas,COMÉRCIO,Medio incompleto,72,Centro-Oeste
1793,Catanduvas,COMÉRCIO,Superior Completo,33,Centro-Oeste
1794,Catanduvas,COMÉRCIO,Superior Incompleto,35,Centro-Oeste
1795,Catanduvas,INDÚSTRIA,Analfabeto,11,Centro-Oeste
1796,Catanduvas,INDÚSTRIA,Fundamental completo,87,Centro-Oeste
1797,Catanduvas,INDÚSTRIA,Fundamental incompleto,192,Centro-Oeste
1798,Catanduvas,INDÚSTRIA,Medio completo,288,Centro-Oeste
1799,Catanduvas,INDÚSTRIA,Medio incompleto,82,Centro-Oeste
1800,Catanduvas,INDÚSTRIA,Superior Completo,45,Centro-Oeste
1801,Catanduvas,INDÚSTRIA,Superior Incompleto,26,Centro-Oeste
1802,Catanduvas,SERVIÇOS,Analfabeto,1,Centro-Oeste
1803,Catanduvas,SERVIÇOS,Fundamental completo,26,Centro-Oeste
1804,Catanduvas,SERVIÇOS,Fundamental incompleto,31,Centro-Oeste
1805,Catanduvas,SERVIÇOS,Medio completo,161,Centro-Oeste
1806,Catanduvas,SERVIÇOS,Medio incompleto,17,Centro-Oeste
1807,Catanduvas,SERVIÇOS,Pós-graduação,1,Centro-Oeste
1808,Catanduvas,SERVIÇOS,Superior Completo,166,Centro-Oeste
1809,Catanduvas,SERVIÇOS,Superior Incompleto,40,Centro-Oeste
1810,Catanduvas,TRANSPORTE,Analfabeto,2,Centro-Oeste
1811,Catanduvas,TRANSPORTE,Fundamental completo,150,Centro-Oeste
1812,Catanduvas,TRANSPORTE,Fundamental incompleto,280,Centro-Oeste
1813,Catanduvas,TRANSPORTE,Medio completo,326,Centro-Oeste
1814,Catanduvas,TRANSPORTE,Medio incompleto,95,Centro-Oeste
1815,Catanduvas,TRANSPORTE,Superior Completo,27,Centro-Oeste
1816,Catanduvas,TRANSPORTE,Superior Incompleto,16,Centro-Oeste
1817,Caxambu do Sul,AGROPECUÁRIA,Fundamental completo,9,Oeste
1818,Caxambu do Sul,AGROPECUÁRIA,Fundamental incompleto,3,Oeste
1819,Caxambu do Sul,AGROPECUÁRIA,Medio completo,13,Oeste
1820,Caxambu do Sul,AGROPECUÁRIA,Medio incompleto,4,Oeste
1821,Caxambu do Sul,AGROPECUÁRIA,Superior Completo,1,Oeste
1822,Caxambu do Sul,COMÉRCIO,Fundamental completo,6,Oeste
1823,Caxambu do Sul,COMÉRCIO,Fundamental incompleto,6,Oeste
1824,Caxambu do Sul,COMÉRCIO,Medio completo,62,Oeste
1825,Caxambu do Sul,COMÉRCIO,Medio incompleto,10,Oeste
1826,Caxambu do Sul,COMÉRCIO,Superior Completo,13,Oeste
1827,Caxambu do Sul,COMÉRCIO,Superior Incompleto,2,Oeste
1828,Caxambu do Sul,INDÚSTRIA,Fundamental completo,21,Oeste
1829,Caxambu do Sul,INDÚSTRIA,Fundamental incompleto,22,Oeste
1830,Caxambu do Sul,INDÚSTRIA,Medio completo,104,Oeste
1831,Caxambu do Sul,INDÚSTRIA,Medio incompleto,25,Oeste
1832,Caxambu do Sul,INDÚSTRIA,Superior Completo,24,Oeste
1833,Caxambu do Sul,INDÚSTRIA,Superior Incompleto,5,Oeste
1834,Caxambu do Sul,SERVIÇOS,Fundamental completo,25,Oeste
1835,Caxambu do Sul,SERVIÇOS,Fundamental incompleto,26,Oeste
1836,Caxambu do Sul,SERVIÇOS,Medio completo,67,Oeste
1837,Caxambu do Sul,SERVIÇOS,Medio incompleto,3,Oeste
1838,Caxambu do Sul,SERVIÇOS,Pós-graduação,1,Oeste
1839,Caxambu do Sul,SERVIÇOS,Superior Completo,71,Oeste
1840,Caxambu do Sul,SERVIÇOS,Superior Incompleto,8,Oeste
1841,Caxambu do Sul,TRANSPORTE,Fundamental completo,6,Oeste
1842,Caxambu do Sul,TRANSPORTE,Fundamental incompleto,5,Oeste
1843,Caxambu do Sul,TRANSPORTE,Medio completo,33,Oeste
1844,Caxambu do Sul,TRANSPORTE,Medio incompleto,2,Oeste
1845,Caxambu do Sul,TRANSPORTE,Superior Completo,2,Oeste
1846,Caçador,AGROPECUÁRIA,Analfabeto,29,Centro-Norte
1847,Caçador,AGROPECUÁRIA,Fundamental completo,225,Centro-Norte
1848,Caçador,AGROPECUÁRIA,Fundamental incompleto,646,Centro-Norte
1849,Caçador,AGROPECUÁRIA,Medio completo,273,Centro-Norte
1850,Caçador,AGROPECUÁRIA,Medio incompleto,86,Centro-Norte
1851,Caçador,AGROPECUÁRIA,Superior Completo,37,Centro-Norte
1852,Caçador,AGROPECUÁRIA,Superior Incompleto,14,Centro-Norte
1853,Caçador,COMÉRCIO,Analfabeto,10,Centro-Norte
1854,Caçador,COMÉRCIO,Fundamental completo,357,Centro-Norte
1855,Caçador,COMÉRCIO,Fundamental incompleto,340,Centro-Norte
1856,Caçador,COMÉRCIO,Medio completo,2072,Centro-Norte
1857,Caçador,COMÉRCIO,Medio incompleto,462,Centro-Norte
1858,Caçador,COMÉRCIO,Pós-graduação,2,Centro-Norte
1859,Caçador,COMÉRCIO,Superior Completo,306,Centro-Norte
1860,Caçador,COMÉRCIO,Superior Incompleto,308,Centro-Norte
1861,Caçador,INDÚSTRIA,Analfabeto,41,Centro-Norte
1862,Caçador,INDÚSTRIA,Fundamental completo,1638,Centro-Norte
1863,Caçador,INDÚSTRIA,Fundamental incompleto,3162,Centro-Norte
1864,Caçador,INDÚSTRIA,Medio completo,4326,Centro-Norte
1865,Caçador,INDÚSTRIA,Medio incompleto,1469,Centro-Norte
1866,Caçador,INDÚSTRIA,Pós-graduação,2,Centro-Norte
1867,Caçador,INDÚSTRIA,Superior Completo,1030,Centro-Norte
1868,Caçador,INDÚSTRIA,Superior Incompleto,647,Centro-Norte
1869,Caçador,SERVIÇOS,Analfabeto,9,Centro-Norte
1870,Caçador,SERVIÇOS,Fundamental completo,356,Centro-Norte
1871,Caçador,SERVIÇOS,Fundamental incompleto,500,Centro-Norte
1872,Caçador,SERVIÇOS,Medio completo,1833,Centro-Norte
1873,Caçador,SERVIÇOS,Medio incompleto,281,Centro-Norte
1874,Caçador,SERVIÇOS,Pós-graduação,190,Centro-Norte
1875,Caçador,SERVIÇOS,Superior Completo,2405,Centro-Norte
1876,Caçador,SERVIÇOS,Superior Incompleto,591,Centro-Norte
1877,Caçador,TRANSPORTE,Analfabeto,1,Centro-Norte
1878,Caçador,TRANSPORTE,Fundamental completo,205,Centro-Norte
1879,Caçador,TRANSPORTE,Fundamental incompleto,288,Centro-Norte
1880,Caçador,TRANSPORTE,Medio completo,698,Centro-Norte
1881,Caçador,TRANSPORTE,Medio incompleto,178,Centro-Norte
1882,Caçador,TRANSPORTE,Superior Completo,193,Centro-Norte
1883,Caçador,TRANSPORTE,Superior Incompleto,80,Centro-Norte
1884,Celso Ramos,COMÉRCIO,Fundamental incompleto,2,Serra Catarinense
1885,Celso Ramos,COMÉRCIO,Medio completo,49,Serra Catarinense
1886,Celso Ramos,COMÉRCIO,Medio incompleto,3,Serra Catarinense
1887,Celso Ramos,COMÉRCIO,Superior Completo,11,Serra Catarinense
1888,Celso Ramos,COMÉRCIO,Superior Incompleto,3,Serra Catarinense
1889,Celso Ramos,INDÚSTRIA,Fundamental completo,10,Serra Catarinense
1890,Celso Ramos,INDÚSTRIA,Fundamental incompleto,8,Serra Catarinense
1891,Celso Ramos,INDÚSTRIA,Medio completo,37,Serra Catarinense
1892,Celso Ramos,INDÚSTRIA,Medio incompleto,6,Serra Catarinense
1893,Celso Ramos,SERVIÇOS,Fundamental completo,39,Serra Catarinense
1894,Celso Ramos,SERVIÇOS,Fundamental incompleto,18,Serra Catarinense
1895,Celso Ramos,SERVIÇOS,Medio completo,73,Serra Catarinense
1896,Celso Ramos,SERVIÇOS,Medio incompleto,5,Serra Catarinense
1897,Celso Ramos,SERVIÇOS,Superior Completo,101,Serra Catarinense
1898,Celso Ramos,SERVIÇOS,Superior Incompleto,7,Serra Catarinense
1899,Celso Ramos,TRANSPORTE,Fundamental incompleto,2,Serra Catarinense
1900,Celso Ramos,TRANSPORTE,Medio completo,45,Serra Catarinense
1901,Celso Ramos,TRANSPORTE,Medio incompleto,4,Serra Catarinense
1902,Celso Ramos,TRANSPORTE,Superior Completo,4,Serra Catarinense
1903,Cerro Negro,AGROPECUÁRIA,Analfabeto,1,Serra Catarinense
1904,Cerro Negro,AGROPECUÁRIA,Fundamental completo,11,Serra Catarinense
1905,Cerro Negro,AGROPECUÁRIA,Fundamental incompleto,13,Serra Catarinense
1906,Cerro Negro,AGROPECUÁRIA,Medio completo,17,Serra Catarinense
1907,Cerro Negro,AGROPECUÁRIA,Medio incompleto,1,Serra Catarinense
1908,Cerro Negro,AGROPECUÁRIA,Superior Incompleto,1,Serra Catarinense
1909,Cerro Negro,COMÉRCIO,Fundamental completo,1,Serra Catarinense
1910,Cerro Negro,COMÉRCIO,Fundamental incompleto,2,Serra Catarinense
1911,Cerro Negro,COMÉRCIO,Medio completo,17,Serra Catarinense
1912,Cerro Negro,COMÉRCIO,Medio incompleto,1,Serra Catarinense
1913,Cerro Negro,COMÉRCIO,Superior Completo,5,Serra Catarinense
1914,Cerro Negro,COMÉRCIO,Superior Incompleto,1,Serra Catarinense
1915,Cerro Negro,INDÚSTRIA,Fundamental completo,6,Serra Catarinense
1916,Cerro Negro,INDÚSTRIA,Fundamental incompleto,9,Serra Catarinense
1917,Cerro Negro,INDÚSTRIA,Medio completo,24,Serra Catarinense
1918,Cerro Negro,SERVIÇOS,Fundamental completo,22,Serra Catarinense
1919,Cerro Negro,SERVIÇOS,Fundamental incompleto,42,Serra Catarinense
1920,Cerro Negro,SERVIÇOS,Medio completo,62,Serra Catarinense
1921,Cerro Negro,SERVIÇOS,Medio incompleto,3,Serra Catarinense
1922,Cerro Negro,SERVIÇOS,Superior Completo,80,Serra Catarinense
1923,Cerro Negro,SERVIÇOS,Superior Incompleto,15,Serra Catarinense
1924,Cerro Negro,TRANSPORTE,Fundamental completo,3,Serra Catarinense
1925,Cerro Negro,TRANSPORTE,Fundamental incompleto,3,Serra Catarinense
1926,Cerro Negro,TRANSPORTE,Medio completo,8,Serra Catarinense
1927,Cerro Negro,TRANSPORTE,Medio incompleto,1,Serra Catarinense
1928,Chapadão do Lageado,AGROPECUÁRIA,Medio completo,4,Alto Vale do Itajaí
1929,Chapadão do Lageado,COMÉRCIO,Fundamental completo,3,Alto Vale do Itajaí
1930,Chapadão do Lageado,COMÉRCIO,Fundamental incompleto,3,Alto Vale do Itajaí
1931,Chapadão do Lageado,COMÉRCIO,Medio completo,15,Alto Vale do Itajaí
1932,Chapadão do Lageado,COMÉRCIO,Medio incompleto,3,Alto Vale do Itajaí
1933,Chapadão do Lageado,COMÉRCIO,Superior Completo,7,Alto Vale do Itajaí
1934,Chapadão do Lageado,COMÉRCIO,Superior Incompleto,1,Alto Vale do Itajaí
1935,Chapadão do Lageado,INDÚSTRIA,Fundamental completo,4,Alto Vale do Itajaí
