,Município,Setor,Escolaridade,Empregados,vice_presidencia
5085,Monte Castelo,INDÚSTRIA,Fundamental completo,191,Planalto Norte
5086,Monte Castelo,INDÚSTRIA,Fundamental incompleto,45,Planalto Norte
5087,Monte Castelo,INDÚSTRIA,Medio completo,114,Planalto Norte
5088,Monte Castelo,INDÚSTRIA,Medio incompleto,15,Planalto Norte
5089,Monte Castelo,INDÚSTRIA,Superior Completo,5,Planalto Norte
5090,Monte Castelo,INDÚSTRIA,Superior Incompleto,4,Planalto Norte
5091,Monte Castelo,SERVIÇOS,Fundamental completo,53,Planalto Norte
5092,Monte Castelo,SERVIÇOS,Fundamental incompleto,41,Planalto Norte
5093,Monte Castelo,SERVIÇOS,Medio completo,167,Planalto Norte
5094,Monte Castelo,SERVIÇOS,Medio incompleto,10,Planalto Norte
5095,Monte Castelo,SERVIÇOS,Pós-graduação,1,Planalto Norte
5096,Monte Castelo,SERVIÇOS,Superior Completo,127,Planalto Norte
5097,Monte Castelo,SERVIÇOS,Superior Incompleto,19,Planalto Norte
5098,Monte Castelo,TRANSPORTE,Fundamental completo,5,Planalto Norte
5099,Monte Castelo,TRANSPORTE,Fundamental incompleto,2,Planalto Norte
5100,Monte Castelo,TRANSPORTE,Medio completo,23,Planalto Norte
5101,Monte Castelo,TRANSPORTE,Medio incompleto,1,Planalto Norte
5102,Monte Castelo,TRANSPORTE,Superior Incompleto,1,Planalto Norte
5103,Morro Grande,COMÉRCIO,Fundamental completo,2,Sul
5104,Morro Grande,COMÉRCIO,Fundamental incompleto,1,Sul
5105,Morro Grande,COMÉRCIO,Medio completo,32,Sul
5106,Morro Grande,COMÉRCIO,Medio incompleto,1,Sul
5107,Morro Grande,COMÉRCIO,Superior Completo,3,Sul
5108,Morro Grande,INDÚSTRIA,Fundamental completo,16,Sul
5109,Morro Grande,INDÚSTRIA,Fundamental incompleto,56,Sul
5110,Morro Grande,INDÚSTRIA,Medio completo,113,Sul
5111,Morro Grande,INDÚSTRIA,Medio incompleto,9,Sul
5112,Morro Grande,INDÚSTRIA,Superior Completo,7,Sul
5113,Morro Grande,INDÚSTRIA,Superior Incompleto,3,Sul
5114,Morro Grande,SERVIÇOS,Fundamental completo,27,Sul
5115,Morro Grande,SERVIÇOS,Fundamental incompleto,31,Sul
5116,Morro Grande,SERVIÇOS,Medio completo,63,Sul
5117,Morro Grande,SERVIÇOS,Medio incompleto,3,Sul
5118,Morro Grande,SERVIÇOS,Pós-graduação,1,Sul
5119,Morro Grande,SERVIÇOS,Superior Completo,66,Sul
5120,Morro Grande,SERVIÇOS,Superior Incompleto,4,Sul
5121,Morro Grande,TRANSPORTE,Fundamental completo,2,Sul
5122,Morro Grande,TRANSPORTE,Fundamental incompleto,2,Sul
5123,Morro Grande,TRANSPORTE,Medio completo,59,Sul
5124,Morro Grande,TRANSPORTE,Medio incompleto,4,Sul
5125,Morro Grande,TRANSPORTE,Superior Completo,1,Sul
5126,Morro da Fumaça,AGROPECUÁRIA,Fundamental completo,1,Sul
5127,Morro da Fumaça,AGROPECUÁRIA,Fundamental incompleto,2,Sul
5128,Morro da Fumaça,AGROPECUÁRIA,Medio incompleto,1,Sul
5129,Morro da Fumaça,COMÉRCIO,Fundamental completo,168,Sul
5130,Morro da Fumaça,COMÉRCIO,Fundamental incompleto,107,Sul
5131,Morro da Fumaça,COMÉRCIO,Medio completo,461,Sul
5132,Morro da Fumaça,COMÉRCIO,Medio incompleto,120,Sul
5133,Morro da Fumaça,COMÉRCIO,Superior Completo,30,Sul
5134,Morro da Fumaça,COMÉRCIO,Superior Incompleto,26,Sul
5135,Morro da Fumaça,INDÚSTRIA,Analfabeto,13,Sul
5136,Morro da Fumaça,INDÚSTRIA,Fundamental completo,598,Sul
5137,Morro da Fumaça,INDÚSTRIA,Fundamental incompleto,775,Sul
5138,Morro da Fumaça,INDÚSTRIA,Medio completo,1670,Sul
5139,Morro da Fumaça,INDÚSTRIA,Medio incompleto,314,Sul
5140,Morro da Fumaça,INDÚSTRIA,Pós-graduação,5,Sul
5141,Morro da Fumaça,INDÚSTRIA,Superior Completo,253,Sul
5142,Morro da Fumaça,INDÚSTRIA,Superior Incompleto,111,Sul
5143,Morro da Fumaça,SERVIÇOS,Analfabeto,2,Sul
5144,Morro da Fumaça,SERVIÇOS,Fundamental completo,177,Sul
5145,Morro da Fumaça,SERVIÇOS,Fundamental incompleto,137,Sul
5146,Morro da Fumaça,SERVIÇOS,Medio completo,450,Sul
5147,Morro da Fumaça,SERVIÇOS,Medio incompleto,63,Sul
5148,Morro da Fumaça,SERVIÇOS,Pós-graduação,2,Sul
5149,Morro da Fumaça,SERVIÇOS,Superior Completo,370,Sul
5150,Morro da Fumaça,SERVIÇOS,Superior Incompleto,70,Sul
5151,Morro da Fumaça,TRANSPORTE,Fundamental completo,54,Sul
5152,Morro da Fumaça,TRANSPORTE,Fundamental incompleto,68,Sul
5153,Morro da Fumaça,TRANSPORTE,Medio completo,109,Sul
5154,Morro da Fumaça,TRANSPORTE,Medio incompleto,46,Sul
5155,Morro da Fumaça,TRANSPORTE,Superior Completo,17,Sul
5156,Morro da Fumaça,TRANSPORTE,Superior Incompleto,4,Sul
5157,Navegantes,AGROPECUÁRIA,Analfabeto,3,Foz do Rio Itajaí
5158,Navegantes,AGROPECUÁRIA,Fundamental completo,315,Foz do Rio Itajaí
5159,Navegantes,AGROPECUÁRIA,Fundamental incompleto,109,Foz do Rio Itajaí
5160,Navegantes,AGROPECUÁRIA,Medio completo,42,Foz do Rio Itajaí
5161,Navegantes,AGROPECUÁRIA,Medio incompleto,15,Foz do Rio Itajaí
5162,Navegantes,AGROPECUÁRIA,Superior Completo,3,Foz do Rio Itajaí
5163,Navegantes,AGROPECUÁRIA,Superior Incompleto,1,Foz do Rio Itajaí
5164,Navegantes,COMÉRCIO,Analfabeto,14,Foz do Rio Itajaí
5165,Navegantes,COMÉRCIO,Fundamental completo,390,Foz do Rio Itajaí
5166,Navegantes,COMÉRCIO,Fundamental incompleto,188,Foz do Rio Itajaí
5167,Navegantes,COMÉRCIO,Medio completo,2667,Foz do Rio Itajaí
5168,Navegantes,COMÉRCIO,Medio incompleto,464,Foz do Rio Itajaí
5169,Navegantes,COMÉRCIO,Pós-graduação,3,Foz do Rio Itajaí
5170,Navegantes,COMÉRCIO,Superior Completo,227,Foz do Rio Itajaí
5171,Navegantes,COMÉRCIO,Superior Incompleto,165,Foz do Rio Itajaí
5172,Navegantes,INDÚSTRIA,Analfabeto,40,Foz do Rio Itajaí
5173,Navegantes,INDÚSTRIA,Fundamental completo,1261,Foz do Rio Itajaí
5174,Navegantes,INDÚSTRIA,Fundamental incompleto,1453,Foz do Rio Itajaí
5175,Navegantes,INDÚSTRIA,Medio completo,4592,Foz do Rio Itajaí
5176,Navegantes,INDÚSTRIA,Medio incompleto,1116,Foz do Rio Itajaí
5177,Navegantes,INDÚSTRIA,Pós-graduação,2,Foz do Rio Itajaí
5178,Navegantes,INDÚSTRIA,Superior Completo,527,Foz do Rio Itajaí
5179,Navegantes,INDÚSTRIA,Superior Incompleto,262,Foz do Rio Itajaí
5180,Navegantes,SERVIÇOS,Analfabeto,12,Foz do Rio Itajaí
5181,Navegantes,SERVIÇOS,Fundamental completo,281,Foz do Rio Itajaí
5182,Navegantes,SERVIÇOS,Fundamental incompleto,473,Foz do Rio Itajaí
5183,Navegantes,SERVIÇOS,Medio completo,2223,Foz do Rio Itajaí
5184,Navegantes,SERVIÇOS,Medio incompleto,164,Foz do Rio Itajaí
5185,Navegantes,SERVIÇOS,Pós-graduação,69,Foz do Rio Itajaí
5186,Navegantes,SERVIÇOS,Superior Completo,1639,Foz do Rio Itajaí
5187,Navegantes,SERVIÇOS,Superior Incompleto,391,Foz do Rio Itajaí
5188,Navegantes,TRANSPORTE,Analfabeto,4,Foz do Rio Itajaí
5189,Navegantes,TRANSPORTE,Fundamental completo,135,Foz do Rio Itajaí
5190,Navegantes,TRANSPORTE,Fundamental incompleto,99,Foz do Rio Itajaí
5191,Navegantes,TRANSPORTE,Medio completo,1448,Foz do Rio Itajaí
5192,Navegantes,TRANSPORTE,Medio incompleto,164,Foz do Rio Itajaí
5193,Navegantes,TRANSPORTE,Pós-graduação,2,Foz do Rio Itajaí
5194,Navegantes,TRANSPORTE,Superior Completo,504,Foz do Rio Itajaí
5195,Navegantes,TRANSPORTE,Superior Incompleto,301,Foz do Rio Itajaí
5196,Nova Erechim,AGROPECUÁRIA,Fundamental completo,20,Oeste
5197,Nova Erechim,AGROPECUÁRIA,Fundamental incompleto,25,Oeste
5198,Nova Erechim,AGROPECUÁRIA,Medio completo,10,Oeste
5199,Nova Erechim,AGROPECUÁRIA,Medio incompleto,2,Oeste
5200,Nova Erechim,AGROPECUÁRIA,Superior Completo,1,Oeste
5201,Nova Erechim,COMÉRCIO,Fundamental completo,20,Oeste
5202,Nova Erechim,COMÉRCIO,Fundamental incompleto,13,Oeste
5203,Nova Erechim,COMÉRCIO,Medio completo,103,Oeste
5204,Nova Erechim,COMÉRCIO,Medio incompleto,15,Oeste
5205,Nova Erechim,COMÉRCIO,Superior Completo,15,Oeste
5206,Nova Erechim,COMÉRCIO,Superior Incompleto,10,Oeste
5207,Nova Erechim,INDÚSTRIA,Analfabeto,3,Oeste
5208,Nova Erechim,INDÚSTRIA,Fundamental completo,109,Oeste
5209,Nova Erechim,INDÚSTRIA,Fundamental incompleto,150,Oeste
5210,Nova Erechim,INDÚSTRIA,Medio completo,395,Oeste
5211,Nova Erechim,INDÚSTRIA,Medio incompleto,78,Oeste
5212,Nova Erechim,INDÚSTRIA,Superior Completo,52,Oeste
5213,Nova Erechim,INDÚSTRIA,Superior Incompleto,28,Oeste
5214,Nova Erechim,SERVIÇOS,Fundamental completo,9,Oeste
5215,Nova Erechim,SERVIÇOS,Fundamental incompleto,12,Oeste
5216,Nova Erechim,SERVIÇOS,Medio completo,91,Oeste
5217,Nova Erechim,SERVIÇOS,Medio incompleto,9,Oeste
5218,Nova Erechim,SERVIÇOS,Pós-graduação,3,Oeste
5219,Nova Erechim,SERVIÇOS,Superior Completo,106,Oeste
5220,Nova Erechim,SERVIÇOS,Superior Incompleto,19,Oeste
5221,Nova Erechim,TRANSPORTE,Fundamental completo,7,Oeste
5222,Nova Erechim,TRANSPORTE,Fundamental incompleto,4,Oeste
5223,Nova Erechim,TRANSPORTE,Medio completo,22,Oeste
5224,Nova Erechim,TRANSPORTE,Medio incompleto,1,Oeste
5225,Nova Erechim,TRANSPORTE,Superior Completo,1,Oeste
5226,Nova Itaberaba,AGROPECUÁRIA,Fundamental completo,1,Oeste
5227,Nova Itaberaba,AGROPECUÁRIA,Medio completo,6,Oeste
5228,Nova Itaberaba,AGROPECUÁRIA,Medio incompleto,1,Oeste
5229,Nova Itaberaba,COMÉRCIO,Fundamental completo,2,Oeste
5230,Nova Itaberaba,COMÉRCIO,Fundamental incompleto,1,Oeste
5231,Nova Itaberaba,COMÉRCIO,Medio completo,77,Oeste
5232,Nova Itaberaba,COMÉRCIO,Medio incompleto,11,Oeste
5233,Nova Itaberaba,COMÉRCIO,Superior Completo,5,Oeste
5234,Nova Itaberaba,COMÉRCIO,Superior Incompleto,3,Oeste
5235,Nova Itaberaba,INDÚSTRIA,Fundamental completo,49,Oeste
5236,Nova Itaberaba,INDÚSTRIA,Fundamental incompleto,50,Oeste
5237,Nova Itaberaba,INDÚSTRIA,Medio completo,174,Oeste
5238,Nova Itaberaba,INDÚSTRIA,Medio incompleto,20,Oeste
5239,Nova Itaberaba,INDÚSTRIA,Pós-graduação,1,Oeste
5240,Nova Itaberaba,INDÚSTRIA,Superior Completo,25,Oeste
5241,Nova Itaberaba,INDÚSTRIA,Superior Incompleto,4,Oeste
5242,Nova Itaberaba,SERVIÇOS,Fundamental completo,13,Oeste
5243,Nova Itaberaba,SERVIÇOS,Fundamental incompleto,10,Oeste
5244,Nova Itaberaba,SERVIÇOS,Medio completo,69,Oeste
5245,Nova Itaberaba,SERVIÇOS,Medio incompleto,4,Oeste
5246,Nova Itaberaba,SERVIÇOS,Superior Completo,83,Oeste
5247,Nova Itaberaba,SERVIÇOS,Superior Incompleto,6,Oeste
5248,Nova Itaberaba,TRANSPORTE,Fundamental completo,2,Oeste
5249,Nova Itaberaba,TRANSPORTE,Fundamental incompleto,2,Oeste
5250,Nova Itaberaba,TRANSPORTE,Medio completo,17,Oeste
5251,Nova Itaberaba,TRANSPORTE,Superior Completo,2,Oeste
5252,Nova Trento,AGROPECUÁRIA,Analfabeto,1,Vale do Itajaí Mirim
5253,Nova Trento,AGROPECUÁRIA,Fundamental completo,3,Vale do Itajaí Mirim
5254,Nova Trento,AGROPECUÁRIA,Fundamental incompleto,4,Vale do Itajaí Mirim
5255,Nova Trento,AGROPECUÁRIA,Medio completo,3,Vale do Itajaí Mirim
5256,Nova Trento,COMÉRCIO,Analfabeto,2,Vale do Itajaí Mirim
5257,Nova Trento,COMÉRCIO,Fundamental completo,83,Vale do Itajaí Mirim
5258,Nova Trento,COMÉRCIO,Fundamental incompleto,55,Vale do Itajaí Mirim
5259,Nova Trento,COMÉRCIO,Medio completo,253,Vale do Itajaí Mirim
5260,Nova Trento,COMÉRCIO,Medio incompleto,76,Vale do Itajaí Mirim
5261,Nova Trento,COMÉRCIO,Superior Completo,41,Vale do Itajaí Mirim
5262,Nova Trento,COMÉRCIO,Superior Incompleto,9,Vale do Itajaí Mirim
5263,Nova Trento,INDÚSTRIA,Analfabeto,18,Vale do Itajaí Mirim
5264,Nova Trento,INDÚSTRIA,Fundamental completo,1507,Vale do Itajaí Mirim
5265,Nova Trento,INDÚSTRIA,Fundamental incompleto,662,Vale do Itajaí Mirim
5266,Nova Trento,INDÚSTRIA,Medio completo,1678,Vale do Itajaí Mirim
5267,Nova Trento,INDÚSTRIA,Medio incompleto,400,Vale do Itajaí Mirim
5268,Nova Trento,INDÚSTRIA,Superior Completo,174,Vale do Itajaí Mirim
5269,Nova Trento,INDÚSTRIA,Superior Incompleto,96,Vale do Itajaí Mirim
5270,Nova Trento,SERVIÇOS,Analfabeto,2,Vale do Itajaí Mirim
5271,Nova Trento,SERVIÇOS,Fundamental completo,133,Vale do Itajaí Mirim
5272,Nova Trento,SERVIÇOS,Fundamental incompleto,165,Vale do Itajaí Mirim
5273,Nova Trento,SERVIÇOS,Medio completo,318,Vale do Itajaí Mirim
5274,Nova Trento,SERVIÇOS,Medio incompleto,39,Vale do Itajaí Mirim
5275,Nova Trento,SERVIÇOS,Pós-graduação,2,Vale do Itajaí Mirim
5276,Nova Trento,SERVIÇOS,Superior Completo,347,Vale do Itajaí Mirim
5277,Nova Trento,SERVIÇOS,Superior Incompleto,91,Vale do Itajaí Mirim
5278,Nova Trento,TRANSPORTE,Fundamental completo,15,Vale do Itajaí Mirim
5279,Nova Trento,TRANSPORTE,Fundamental incompleto,7,Vale do Itajaí Mirim
5280,Nova Trento,TRANSPORTE,Medio completo,63,Vale do Itajaí Mirim
5281,Nova Trento,TRANSPORTE,Medio incompleto,7,Vale do Itajaí Mirim
5282,Nova Trento,TRANSPORTE,Superior Completo,8,Vale do Itajaí Mirim
5283,Nova Trento,TRANSPORTE,Superior Incompleto,2,Vale do Itajaí Mirim
5284,Nova Veneza,AGROPECUÁRIA,Fundamental completo,8,Sul
5285,Nova Veneza,AGROPECUÁRIA,Fundamental incompleto,11,Sul
5286,Nova Veneza,AGROPECUÁRIA,Medio completo,18,Sul
5287,Nova Veneza,AGROPECUÁRIA,Medio incompleto,1,Sul
5288,Nova Veneza,AGROPECUÁRIA,Superior Completo,2,Sul
5289,Nova Veneza,COMÉRCIO,Analfabeto,1,Sul
5290,Nova Veneza,COMÉRCIO,Fundamental completo,96,Sul
5291,Nova Veneza,COMÉRCIO,Fundamental incompleto,39,Sul
5292,Nova Veneza,COMÉRCIO,Medio completo,471,Sul
5293,Nova Veneza,COMÉRCIO,Medio incompleto,87,Sul
5294,Nova Veneza,COMÉRCIO,Superior Completo,97,Sul
5295,Nova Veneza,COMÉRCIO,Superior Incompleto,48,Sul
5296,Nova Veneza,INDÚSTRIA,Analfabeto,60,Sul
5297,Nova Veneza,INDÚSTRIA,Fundamental completo,518,Sul
5298,Nova Veneza,INDÚSTRIA,Fundamental incompleto,854,Sul
5299,Nova Veneza,INDÚSTRIA,Medio completo,2066,Sul
5300,Nova Veneza,INDÚSTRIA,Medio incompleto,694,Sul
5301,Nova Veneza,INDÚSTRIA,Pós-graduação,4,Sul
5302,Nova Veneza,INDÚSTRIA,Superior Completo,247,Sul
5303,Nova Veneza,INDÚSTRIA,Superior Incompleto,162,Sul
5304,Nova Veneza,SERVIÇOS,Analfabeto,4,Sul
5305,Nova Veneza,SERVIÇOS,Fundamental completo,113,Sul
5306,Nova Veneza,SERVIÇOS,Fundamental incompleto,133,Sul
5307,Nova Veneza,SERVIÇOS,Medio completo,447,Sul
5308,Nova Veneza,SERVIÇOS,Medio incompleto,65,Sul
5309,Nova Veneza,SERVIÇOS,Pós-graduação,1,Sul
5310,Nova Veneza,SERVIÇOS,Superior Completo,407,Sul
5311,Nova Veneza,SERVIÇOS,Superior Incompleto,99,Sul
5312,Nova Veneza,TRANSPORTE,Fundamental completo,10,Sul
5313,Nova Veneza,TRANSPORTE,Fundamental incompleto,15,Sul
5314,Nova Veneza,TRANSPORTE,Medio completo,103,Sul
5315,Nova Veneza,TRANSPORTE,Medio incompleto,17,Sul
5316,Nova Veneza,TRANSPORTE,Superior Completo,7,Sul
5317,Nova Veneza,TRANSPORTE,Superior Incompleto,5,Sul
5318,Novo Horizonte,AGROPECUÁRIA,Medio completo,1,Oeste
5319,Novo Horizonte,COMÉRCIO,Fundamental completo,4,Oeste
5320,Novo Horizonte,COMÉRCIO,Fundamental incompleto,1,Oeste
5321,Novo Horizonte,COMÉRCIO,Medio completo,19,Oeste
5322,Novo Horizonte,COMÉRCIO,Medio incompleto,3,Oeste
5323,Novo Horizonte,COMÉRCIO,Superior Completo,8,Oeste
5324,Novo Horizonte,COMÉRCIO,Superior Incompleto,2,Oeste
5325,Novo Horizonte,INDÚSTRIA,Analfabeto,1,Oeste
5326,Novo Horizonte,INDÚSTRIA,Fundamental completo,41,Oeste
5327,Novo Horizonte,INDÚSTRIA,Fundamental incompleto,45,Oeste
5328,Novo Horizonte,INDÚSTRIA,Medio completo,114,Oeste
5329,Novo Horizonte,INDÚSTRIA,Medio incompleto,55,Oeste
5330,Novo Horizonte,INDÚSTRIA,Superior Completo,12,Oeste
5331,Novo Horizonte,INDÚSTRIA,Superior Incompleto,6,Oeste
5332,Novo Horizonte,SERVIÇOS,Fundamental completo,10,Oeste
5333,Novo Horizonte,SERVIÇOS,Fundamental incompleto,14,Oeste
5334,Novo Horizonte,SERVIÇOS,Medio completo,39,Oeste
5335,Novo Horizonte,SERVIÇOS,Medio incompleto,2,Oeste
5336,Novo Horizonte,SERVIÇOS,Superior Completo,64,Oeste
5337,Novo Horizonte,SERVIÇOS,Superior Incompleto,5,Oeste
5338,Novo Horizonte,TRANSPORTE,Fundamental incompleto,9,Oeste
5339,Novo Horizonte,TRANSPORTE,Medio completo,1,Oeste
5340,Novo Horizonte,TRANSPORTE,Medio incompleto,1,Oeste
5341,Novo Horizonte,TRANSPORTE,Superior Completo,1,Oeste
5342,Orleans,AGROPECUÁRIA,Analfabeto,1,Sul
5343,Orleans,AGROPECUÁRIA,Fundamental completo,9,Sul
5344,Orleans,AGROPECUÁRIA,Fundamental incompleto,12,Sul
5345,Orleans,AGROPECUÁRIA,Medio completo,34,Sul
5346,Orleans,AGROPECUÁRIA,Medio incompleto,8,Sul
5347,Orleans,AGROPECUÁRIA,Superior Completo,1,Sul
5348,Orleans,AGROPECUÁRIA,Superior Incompleto,2,Sul
5349,Orleans,COMÉRCIO,Analfabeto,1,Sul
5350,Orleans,COMÉRCIO,Fundamental completo,133,Sul
5351,Orleans,COMÉRCIO,Fundamental incompleto,125,Sul
5352,Orleans,COMÉRCIO,Medio completo,893,Sul
5353,Orleans,COMÉRCIO,Medio incompleto,153,Sul
5354,Orleans,COMÉRCIO,Superior Completo,120,Sul
5355,Orleans,COMÉRCIO,Superior Incompleto,93,Sul
5356,Orleans,INDÚSTRIA,Analfabeto,2,Sul
5357,Orleans,INDÚSTRIA,Fundamental completo,370,Sul
5358,Orleans,INDÚSTRIA,Fundamental incompleto,718,Sul
5359,Orleans,INDÚSTRIA,Medio completo,2100,Sul
5360,Orleans,INDÚSTRIA,Medio incompleto,572,Sul
5361,Orleans,INDÚSTRIA,Pós-graduação,2,Sul
5362,Orleans,INDÚSTRIA,Superior Completo,286,Sul
5363,Orleans,INDÚSTRIA,Superior Incompleto,147,Sul
5364,Orleans,SERVIÇOS,Analfabeto,2,Sul
5365,Orleans,SERVIÇOS,Fundamental completo,126,Sul
5366,Orleans,SERVIÇOS,Fundamental incompleto,200,Sul
5367,Orleans,SERVIÇOS,Medio completo,725,Sul
5368,Orleans,SERVIÇOS,Medio incompleto,89,Sul
5369,Orleans,SERVIÇOS,Pós-graduação,147,Sul
5370,Orleans,SERVIÇOS,Superior Completo,604,Sul
5371,Orleans,SERVIÇOS,Superior Incompleto,150,Sul
5372,Orleans,TRANSPORTE,Analfabeto,2,Sul
5373,Orleans,TRANSPORTE,Fundamental completo,72,Sul
5374,Orleans,TRANSPORTE,Fundamental incompleto,84,Sul
5375,Orleans,TRANSPORTE,Medio completo,348,Sul
5376,Orleans,TRANSPORTE,Medio incompleto,47,Sul
5377,Orleans,TRANSPORTE,Superior Completo,40,Sul
5378,Orleans,TRANSPORTE,Superior Incompleto,10,Sul
5379,Otacílio Costa,AGROPECUÁRIA,Analfabeto,3,Serra Catarinense
5380,Otacílio Costa,AGROPECUÁRIA,Fundamental completo,27,Serra Catarinense
5381,Otacílio Costa,AGROPECUÁRIA,Fundamental incompleto,25,Serra Catarinense
5382,Otacílio Costa,AGROPECUÁRIA,Medio completo,51,Serra Catarinense
5383,Otacílio Costa,AGROPECUÁRIA,Medio incompleto,12,Serra Catarinense
5384,Otacílio Costa,AGROPECUÁRIA,Superior Completo,7,Serra Catarinense
5385,Otacílio Costa,AGROPECUÁRIA,Superior Incompleto,1,Serra Catarinense
5386,Otacílio Costa,COMÉRCIO,Analfabeto,1,Serra Catarinense
5387,Otacílio Costa,COMÉRCIO,Fundamental completo,101,Serra Catarinense
5388,Otacílio Costa,COMÉRCIO,Fundamental incompleto,57,Serra Catarinense
5389,Otacílio Costa,COMÉRCIO,Medio completo,557,Serra Catarinense
5390,Otacílio Costa,COMÉRCIO,Medio incompleto,74,Serra Catarinense
5391,Otacílio Costa,COMÉRCIO,Superior Completo,43,Serra Catarinense
5392,Otacílio Costa,COMÉRCIO,Superior Incompleto,39,Serra Catarinense
5393,Otacílio Costa,INDÚSTRIA,Analfabeto,77,Serra Catarinense
5394,Otacílio Costa,INDÚSTRIA,Fundamental completo,260,Serra Catarinense
5395,Otacílio Costa,INDÚSTRIA,Fundamental incompleto,236,Serra Catarinense
5396,Otacílio Costa,INDÚSTRIA,Medio completo,1431,Serra Catarinense
5397,Otacílio Costa,INDÚSTRIA,Medio incompleto,150,Serra Catarinense
5398,Otacílio Costa,INDÚSTRIA,Pós-graduação,10,Serra Catarinense
5399,Otacílio Costa,INDÚSTRIA,Superior Completo,312,Serra Catarinense
5400,Otacílio Costa,INDÚSTRIA,Superior Incompleto,129,Serra Catarinense
5401,Otacílio Costa,SERVIÇOS,Analfabeto,9,Serra Catarinense
5402,Otacílio Costa,SERVIÇOS,Fundamental completo,130,Serra Catarinense
5403,Otacílio Costa,SERVIÇOS,Fundamental incompleto,166,Serra Catarinense
5404,Otacílio Costa,SERVIÇOS,Medio completo,434,Serra Catarinense
5405,Otacílio Costa,SERVIÇOS,Medio incompleto,62,Serra Catarinense
5406,Otacílio Costa,SERVIÇOS,Pós-graduação,2,Serra Catarinense
5407,Otacílio Costa,SERVIÇOS,Superior Completo,358,Serra Catarinense
5408,Otacílio Costa,SERVIÇOS,Superior Incompleto,60,Serra Catarinense
5409,Otacílio Costa,TRANSPORTE,Fundamental completo,84,Serra Catarinense
5410,Otacílio Costa,TRANSPORTE,Fundamental incompleto,65,Serra Catarinense
5411,Otacílio Costa,TRANSPORTE,Medio completo,184,Serra Catarinense
5412,Otacílio Costa,TRANSPORTE,Medio incompleto,36,Serra Catarinense
5413,Otacílio Costa,TRANSPORTE,Superior Completo,17,Serra Catarinense
5414,Otacílio Costa,TRANSPORTE,Superior Incompleto,7,Serra Catarinense
5415,Ouro,AGROPECUÁRIA,Fundamental completo,5,Centro-Oeste
5416,Ouro,AGROPECUÁRIA,Fundamental incompleto,4,Centro-Oeste
5417,Ouro,AGROPECUÁRIA,Medio completo,3,Centro-Oeste
5418,Ouro,AGROPECUÁRIA,Medio incompleto,1,Centro-Oeste
5419,Ouro,COMÉRCIO,Fundamental completo,36,Centro-Oeste
5420,Ouro,COMÉRCIO,Fundamental incompleto,36,Centro-Oeste
5421,Ouro,COMÉRCIO,Medio completo,105,Centro-Oeste
5422,Ouro,COMÉRCIO,Medio incompleto,24,Centro-Oeste
5423,Ouro,COMÉRCIO,Pós-graduação,1,Centro-Oeste
5424,Ouro,COMÉRCIO,Superior Completo,31,Centro-Oeste
5425,Ouro,COMÉRCIO,Superior Incompleto,21,Centro-Oeste
5426,Ouro,INDÚSTRIA,Fundamental completo,38,Centro-Oeste
5427,Ouro,INDÚSTRIA,Fundamental incompleto,54,Centro-Oeste
5428,Ouro,INDÚSTRIA,Medio completo,150,Centro-Oeste
5429,Ouro,INDÚSTRIA,Medio incompleto,42,Centro-Oeste
5430,Ouro,INDÚSTRIA,Superior Completo,13,Centro-Oeste
5431,Ouro,INDÚSTRIA,Superior Incompleto,15,Centro-Oeste
5432,Ouro,SERVIÇOS,Fundamental completo,24,Centro-Oeste
5433,Ouro,SERVIÇOS,Fundamental incompleto,39,Centro-Oeste
5434,Ouro,SERVIÇOS,Medio completo,101,Centro-Oeste
5435,Ouro,SERVIÇOS,Medio incompleto,19,Centro-Oeste
5436,Ouro,SERVIÇOS,Superior Completo,186,Centro-Oeste
5437,Ouro,SERVIÇOS,Superior Incompleto,35,Centro-Oeste
5438,Ouro,TRANSPORTE,Fundamental completo,16,Centro-Oeste
5439,Ouro,TRANSPORTE,Fundamental incompleto,28,Centro-Oeste
5440,Ouro,TRANSPORTE,Medio completo,57,Centro-Oeste
5441,Ouro,TRANSPORTE,Medio incompleto,9,Centro-Oeste
5442,Ouro,TRANSPORTE,Superior Completo,3,Centro-Oeste
5443,Ouro Verde,AGROPECUÁRIA,Fundamental completo,5,Oeste
5444,Ouro Verde,AGROPECUÁRIA,Fundamental incompleto,14,Oeste
5445,Ouro Verde,AGROPECUÁRIA,Medio completo,14,Oeste
5446,Ouro Verde,AGROPECUÁRIA,Medio incompleto,6,Oeste
5447,Ouro Verde,AGROPECUÁRIA,Superior Completo,3,Oeste
5448,Ouro Verde,COMÉRCIO,Fundamental completo,4,Oeste
5449,Ouro Verde,COMÉRCIO,Fundamental incompleto,6,Oeste
5450,Ouro Verde,COMÉRCIO,Medio completo,32,Oeste
5451,Ouro Verde,COMÉRCIO,Medio incompleto,6,Oeste
5452,Ouro Verde,COMÉRCIO,Superior Completo,8,Oeste
5453,Ouro Verde,COMÉRCIO,Superior Incompleto,3,Oeste
5454,Ouro Verde,INDÚSTRIA,Fundamental completo,2,Oeste
5455,Ouro Verde,INDÚSTRIA,Fundamental incompleto,4,Oeste
5456,Ouro Verde,INDÚSTRIA,Medio completo,3,Oeste
5457,Ouro Verde,SERVIÇOS,Fundamental completo,33,Oeste
5458,Ouro Verde,SERVIÇOS,Fundamental incompleto,23,Oeste
